Date,Semester,Meeting Type,Appointment Start Time,Appointment End Time,Scheduled Duration in Minutes,Actual Duration in Minutes,Provider,Appointment Type,Appointment Location Name,Appointment Location Type,Reason,Attended Session,Gender,Race/Ethnicity,First Generation Student,Class Level,Term GPA,Primary Major,College,Services
2023-09-06,F23,Scheduled,08:30:00,09:00:00,30,,Coach A,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Building good study habits,no,Female,HI WH,Yes,Junior,2.0 - 2.49,CHME_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-09-30,F23,Scheduled,09:00:00,09:30:00,30,65.3,Coach D,Academic Coaching: Level II,Zoom,ONLINE,Exam preparation,yes,Female,WH,No,Senior,2.5 - 2.99,HIST_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-08-22,F23,Scheduled,16:30:00,17:00:00,30,75.8,Coach A,Academic Coaching: Level II,Student Success Center Main Floor,ELSEWHERE,Building good study habits,yes,Male,WH,No,Freshman,3.0 - 3.49,CVEN_BSCIE,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-09-03,F23,Scheduled,09:30:00,10:00:00,30,,Coach N,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Overcoming procrastination,Cancelled,Male,WH,No,Junior,2.5 - 2.99,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2023-10-20,F23,Scheduled,08:00:00,08:30:00,30,43.7,Coach C,Learning Center Academic Coaching,Zoom,ONLINE,Test-taking and test anxiety,yes,Male,WH,No,Sophomore,3.5 - 4.0,ANSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2023-12-11,F23,Scheduled,13:00:00,13:30:00,30,58.1,Coach A,Learning Center Academic Coaching,Learning Center 100,OFFICE,Other: please describe in comments,yes,Female,WH,No,Sophomore,Under 2.0,BRDJ_BS,School of Journalism,Learning Center Academic Coaching
2023-09-28,F23,Scheduled,12:30:00,13:00:00,30,38.4,Coach M,Academic Coaching: Level II,Zoom,ONLINE,Campus resources,yes,Female,WH,No,Freshman,3.0 - 3.49,HLTHSC_BHS,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-11-28,F23,Scheduled,13:30:00,14:00:00,30,51.4,Coach J,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Male,WH,No,Sophomore,3.0 - 3.49,ACCTCY_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2023-11-26,F23,Scheduled,16:30:00,17:00:00,30,,Coach M,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,Cancelled,Male,HI WH,No,Junior,2.5 - 2.99,MGMT_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2023-10-27,F23,Scheduled,08:00:00,08:30:00,30,44.8,Coach B,Learning Center Academic Coaching,Zoom,ONLINE,Self-care and wellness,yes,Female,HI WH,No,Senior,3.5 - 4.0,SPED_BS,College of Education and Human Development,Learning Center Academic Coaching
2023-11-19,F23,Scheduled,11:30:00,12:00:00,30,41.3,Coach D,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Exam preparation,yes,Male,BL WH,No,Sophomore,2.0 - 2.49,AGHG_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2023-10-07,F23,Scheduled,15:30:00,16:00:00,30,44.8,Coach B,Learning Center Academic Coaching,Learning Center 100,OFFICE,Exam preparation,yes,Female,WH,Yes,Freshman,3.5 - 4.0,SPED_BS,College of Education and Human Development,Learning Center Academic Coaching
2023-11-24,F23,Scheduled,09:30:00,10:00:00,30,26.1,Coach A,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Building good study habits,yes,Female,AS,No,Sophomore,3.0 - 3.49,PRE_NURSE,College of Health Sciences,Learning Center Academic Coaching
2023-11-11,F23,Scheduled,11:00:00,11:30:00,30,,Coach C,Learning Center Academic Coaching,Zoom,ONLINE,Exam preparation,no,Female,WH,No,Sophomore,3.5 - 4.0,UNDEC_JOUR,School of Journalism,Learning Center Academic Coaching
2023-10-20,F23,Scheduled,10:00:00,10:30:00,30,,Coach H,Academic Coaching: Level II,Zoom,ONLINE,Building good study habits,no,Female,WH,No,Freshman,2.5 - 2.99,HIST_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-11-19,F23,Scheduled,12:30:00,13:00:00,30,,Coach O,Learning Center Academic Coaching,Zoom,ONLINE,Exam preparation,no,Male,AS,No,Junior,Under 2.0,AT_BS,College of Health Sciences,Learning Center Academic Coaching
2023-11-08,F23,Scheduled,14:00:00,14:30:00,30,42.0,Coach A,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Exam preparation,yes,Female,BL WH,No,Freshman,3.5 - 4.0,UNDEC_JOUR,School of Journalism,Learning Center Academic Coaching
2023-10-21,F23,Scheduled,09:30:00,10:00:00,30,47.2,Coach R,Learning Center Academic Coaching,Zoom,ONLINE,Overcoming procrastination,yes,Female,AS,No,Senior,3.0 - 3.49,KINES_BS,College of Education and Human Development,Learning Center Academic Coaching
2023-09-28,F23,Scheduled,11:00:00,11:30:00,30,,Coach F,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Overcoming procrastination,Cancelled,Female,WH,Yes,Junior,3.5 - 4.0,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2023-11-13,F23,Scheduled,13:00:00,13:30:00,30,,Coach J,Academic Coaching: Level II,Zoom,ONLINE,How to read textbooks,Cancelled,Female,AI WH,No,Sophomore,3.0 - 3.49,AT_BS,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-08-25,F23,Scheduled,11:30:00,12:00:00,30,57.3,Coach J,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Note-taking,yes,Male,HI WH,No,Junior,Under 2.0,ANSCI_BS,College of Veterinary Medicine,Learning Center Academic Coaching
2023-10-05,F23,Scheduled,16:30:00,17:00:00,30,39.3,Coach M,Learning Center Academic Coaching,SSC M124,ELSEWHERE,Overcoming procrastination,yes,Female,WH,No,Sophomore,2.0 - 2.49,HLTHSC_BHS,College of Health Sciences,Learning Center Academic Coaching
2023-09-23,F23,Scheduled,16:00:00,16:30:00,30,36.7,Coach Q,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Test-taking and test anxiety,yes,Male,WH,Yes,Senior,Under 2.0,PRE_VET,College of Veterinary Medicine,Learning Center Academic Coaching
2023-10-13,F23,Scheduled,13:30:00,14:00:00,30,39.5,Coach C,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Exam preparation,yes,Male,WH,No,Freshman,2.5 - 2.99,UNDEC_JOUR,School of Journalism,Learning Center Academic Coaching
2023-11-03,F23,Scheduled,09:30:00,10:00:00,30,52.2,Coach O,Learning Center Academic Coaching,Zoom,ONLINE,Overcoming procrastination,yes,Female,AI WH,No,Sophomore,3.0 - 3.49,UNDEC_JOUR,School of Journalism,Learning Center Academic Coaching
2023-12-08,F23,Scheduled,10:00:00,10:30:00,30,47.0,Coach R,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Time management,yes,Female,WH,No,Senior,Under 2.0,INEG_BS,College of Engineering,Learning Center Academic Coaching
2023-09-30,F23,Scheduled,10:00:00,10:30:00,30,,Coach F,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Time management,no,Male,BL WH,Yes,Freshman,2.5 - 2.99,ENGL_BA,College of Arts and Science,Learning Center Academic Coaching
2023-11-28,F23,Scheduled,10:00:00,10:30:00,30,39.2,Coach F,Learning Center Academic Coaching,Student Success Center,OFFICE,Building good study habits,yes,Female,WH,No,Freshman,3.0 - 3.49,ANSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2023-10-21,F23,Scheduled,14:00:00,14:30:00,30,48.6,Coach A,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Memory techniques,yes,Female,WH,No,Sophomore,2.5 - 2.99,AGHG_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2023-10-27,F23,Scheduled,11:00:00,11:30:00,30,,Coach I,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Building good study habits,no,Female,BL,No,Sophomore,3.0 - 3.49,ANSCI_BS,College of Veterinary Medicine,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-10-24,F23,Scheduled,12:00:00,12:30:00,30,62.9,Coach A,Academic Coaching: Level II,Student Success Center,OFFICE,Time management,yes,Male,WH,No,Sophomore,2.5 - 2.99,UNDEC,Undecided / Other,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-10-03,F23,Scheduled,14:00:00,14:30:00,30,,Coach D,Learning Center Academic Coaching,Zoom,ONLINE,Time management,Cancelled,Female,WH,No,Freshman,3.0 - 3.49,ANSCI_BS,College of Veterinary Medicine,Learning Center Academic Coaching
2023-10-11,F23,Scheduled,08:00:00,08:30:00,30,,Coach B,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Building good study habits,no,Female,HI WH,No,Freshman,2.5 - 2.99,UNDEC_JOUR,School of Journalism,Learning Center Academic Coaching
2023-11-20,F23,Scheduled,08:30:00,09:00:00,30,52.7,Coach N,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Setting goals,yes,Female,BL WH,No,Junior,2.0 - 2.49,HLTH_BS,College of Health Sciences,Learning Center Academic Coaching
2023-09-03,F23,Scheduled,08:00:00,08:30:00,30,37.7,Coach I,Learning Center Academic Coaching,Learning Center 100,OFFICE,Time management,yes,Female,WH,No,Sophomore,3.0 - 3.49,HLTH_BS,College of Health Sciences,Learning Center Academic Coaching
2023-09-16,F23,Scheduled,08:30:00,09:00:00,30,41.1,Coach E,Learning Center Academic Coaching,Zoom,ONLINE,Note-taking,yes,Male,WH,No,Sophomore,3.5 - 4.0,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2023-12-05,F23,Scheduled,09:00:00,09:30:00,30,40.5,Coach C,Learning Center Academic Coaching,Student Success Center,OFFICE,Exam preparation,yes,Male,WH,Yes,Junior,2.5 - 2.99,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2023-09-15,F23,Scheduled,13:30:00,14:00:00,30,,Coach C,Learning Center Academic Coaching,Zoom,ONLINE,Exam preparation,Cancelled,Male,WH,No,Freshman,Under 2.0,CPEG_BS,College of Engineering,Learning Center Academic Coaching
2023-09-20,F23,Scheduled,08:00:00,08:30:00,30,,Coach I,Academic Coaching: Level II,Student Success Center,OFFICE,Self-care and wellness,Cancelled,Male,WH,No,Freshman,3.0 - 3.49,ANSC_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-10-25,F23,Scheduled,09:00:00,09:30:00,30,30.8,Coach O,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Exam preparation,yes,Female,WH,No,Junior,2.5 - 2.99,AT_BS,College of Health Sciences,Learning Center Academic Coaching
2023-12-03,F23,Scheduled,10:00:00,10:30:00,30,64.7,Coach N,Learning Center: First Level II Academic Coaching Appointment,Student Success Center Main Floor,OFFICE,Setting goals,yes,Male,WH,No,Senior,3.5 - 4.0,AT_BS,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-11-26,F23,Scheduled,08:00:00,08:30:00,30,,Coach N,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Time management,Cancelled,Male,WH,No,Freshman,2.5 - 2.99,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2023-11-22,F23,Scheduled,09:30:00,10:00:00,30,,Coach L,Academic Coaching: Level II,Student Success Center 100,OFFICE,Building good study habits,no,Male,HI,No,Freshman,2.5 - 2.99,PRE_NURSE,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-11-17,F23,Scheduled,15:30:00,16:00:00,30,46.3,Coach I,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Sophomore,3.5 - 4.0,ANSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2023-09-10,F23,Scheduled,09:30:00,10:00:00,30,44.0,Coach P,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Setting goals,yes,Female,WH,No,Sophomore,3.5 - 4.0,BRDJ_BS,School of Journalism,Learning Center Academic Coaching
2023-10-05,F23,Scheduled,08:00:00,08:30:00,30,41.9,Coach F,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,yes,Female,WH,No,Junior,2.5 - 2.99,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2023-09-30,F23,Scheduled,08:00:00,08:30:00,30,31.3,Coach R,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Exam preparation,yes,Female,WH,No,Sophomore,3.5 - 4.0,ENGL_BA,College of Arts and Science,Learning Center Academic Coaching
2023-11-22,F23,Scheduled,11:30:00,12:00:00,30,40.2,Coach D,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,yes,Male,WH,No,Sophomore,3.5 - 4.0,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2023-08-22,F23,Scheduled,10:30:00,11:00:00,30,,Coach N,Academic Coaching: Level II,Zoom,ONLINE,Building good study habits,no,Female,WH,No,Sophomore,2.5 - 2.99,UNDEC,Undecided / Other,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-08-27,F23,Scheduled,16:00:00,16:30:00,30,40.9,Coach G,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Time management,yes,Female,WH,No,Sophomore,2.0 - 2.49,CHME_BS,College of Engineering,Learning Center Academic Coaching
2023-10-17,F23,Scheduled,09:30:00,10:00:00,30,36.8,Coach E,Learning Center Academic Coaching,Zoom,ONLINE,Campus resources,yes,Female,BL WH,No,Junior,3.0 - 3.49,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2023-08-25,F23,Scheduled,16:00:00,16:30:00,30,60.5,Coach M,Academic Coaching: Level II,Student Success Center Main Floor,OFFICE,Overcoming procrastination,yes,Female,AI WH,No,Sophomore,3.0 - 3.49,UNDEC_JOUR,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-10-03,F23,Scheduled,13:00:00,13:30:00,30,47.6,Coach L,Learning Center Academic Coaching,Learning Center 100,OFFICE,Time management,yes,Female,BL WH,No,Sophomore,3.0 - 3.49,MECH_BS,College of Engineering,Learning Center Academic Coaching
2023-10-06,F23,Scheduled,15:00:00,15:30:00,30,79.0,Coach A,Academic Coaching: Level II,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Senior,2.5 - 2.99,CPEG_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-10-30,F23,Scheduled,16:30:00,17:00:00,30,45.6,Coach J,Learning Center Academic Coaching,Zoom,ONLINE,Overcoming procrastination,yes,Male,BL WH,No,Sophomore,2.5 - 2.99,EXPLR_BS,Undecided / Other,Learning Center Academic Coaching
2023-10-12,F23,Scheduled,09:30:00,10:00:00,30,,Coach H,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,Cancelled,Female,WH,No,Sophomore,3.0 - 3.49,AT_BS,College of Health Sciences,Learning Center Academic Coaching
2023-09-14,F23,Scheduled,13:00:00,13:30:00,30,64.3,Coach K,Academic Coaching: Level II,Zoom,ONLINE,Other: please describe in comments,yes,Female,AS,No,Sophomore,3.5 - 4.0,MKTG_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-10-17,F23,Scheduled,15:00:00,15:30:00,30,61.3,Coach Q,Academic Coaching: Level II,Zoom,ONLINE,Exam preparation,yes,Female,WH,No,Junior,2.5 - 2.99,AT_BS,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-10-21,F23,Scheduled,16:00:00,16:30:00,30,,Coach J,Learning Center Academic Coaching,Zoom,ONLINE,Memory techniques,no,Female,HI,No,Freshman,2.0 - 2.49,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2023-12-11,F23,Scheduled,13:30:00,14:00:00,30,26.7,Coach E,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Sophomore,2.5 - 2.99,ACCTCY_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2023-09-07,F23,Scheduled,10:30:00,11:00:00,30,,Coach H,Learning Center: First Level II Academic Coaching Appointment,Student Success Center Main Floor,OFFICE,Self-care and wellness,no,Female,HI WH,Yes,Junior,3.0 - 3.49,PRE_NURSE,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-10-30,F23,Scheduled,11:00:00,11:30:00,30,43.8,Coach B,Learning Center Academic Coaching,Zoom,ONLINE,Note-taking,yes,Female,HI,No,Junior,2.0 - 2.49,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2023-09-12,F23,Scheduled,16:30:00,17:00:00,30,62.5,Coach J,Academic Coaching: Level II,Zoom,ONLINE,Exam preparation,yes,Female,BL WH,Yes,Sophomore,3.0 - 3.49,HLTHSC_BHS,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-11-15,F23,Scheduled,16:30:00,17:00:00,30,,Coach N,Learning Center Academic Coaching,Zoom,ONLINE,Setting goals,no,Female,WH,No,Freshman,2.5 - 2.99,ANSCI_BS,College of Veterinary Medicine,Learning Center Academic Coaching
2023-11-14,F23,Scheduled,08:00:00,08:30:00,30,66.2,Coach C,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Campus resources,yes,Female,BL WH,No,Sophomore,3.0 - 3.49,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2023-11-29,F23,Scheduled,12:00:00,12:30:00,30,42.3,Coach K,Learning Center Academic Coaching,Student Success Center,OFFICE,Time management,yes,Female,WH,No,Sophomore,2.5 - 2.99,AT_BS,College of Health Sciences,Learning Center Academic Coaching
2023-10-31,F23,Scheduled,11:30:00,12:00:00,30,46.7,Coach B,Learning Center Academic Coaching,Zoom,ONLINE,Note-taking,yes,Female,WH,No,Senior,2.5 - 2.99,CHEM_BS,College of Arts and Science,Learning Center Academic Coaching
2023-11-29,F23,Scheduled,13:00:00,13:30:00,30,43.7,Coach A,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Building good study habits,yes,Female,BL WH,No,Sophomore,2.0 - 2.49,MATH_BS,College of Arts and Science,Learning Center Academic Coaching
2023-09-18,F23,Scheduled,13:00:00,13:30:00,30,,Coach K,Academic Coaching: Level II,Student Success Center 100,OFFICE,Time management,Cancelled,Male,BL WH,No,Junior,2.5 - 2.99,PRE_NURSE,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2023-09-12,F23,Scheduled,16:00:00,16:30:00,30,,Coach D,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,Cancelled,Female,WH,No,Sophomore,Under 2.0,CPEG_BS,College of Engineering,Learning Center Academic Coaching
2023-08-21,F23,Scheduled,13:30:00,14:00:00,30,33.5,Coach J,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Senior,3.5 - 4.0,CPEG_BS,College of Engineering,Learning Center Academic Coaching
